"http://www.kewparkmontessori.com","info@kewparkmontessori.com","","https://www.instagram.com/"
"http://www.kewparkmontessori.com","info@kewparkmontessori.com","","https://www.instagram.com/"
"http://gerrardearlylearningcentre.com","gerrardearlylearningcentre@bellnet.ca","",""
"http://gerrardearlylearningcentre.com","gerrardearlylearningcentre@bellnet.ca","",""
"http://www.garderielafarndole.ca","","",""
"http://www.garderielafarndole.ca","","",""
"http://www.tanglewoodschool.ca","info@tanglewoodschool.ca","https://www.facebook.com/tanglewoodschool.ca",""
"http://www.tanglewoodschool.ca","info@tanglewoodschool.ca","https://www.facebook.com/tanglewoodschool.ca",""
"http://www.lamaisondudodo.ca","admin@lamaisondudodo.ca","",""
"http://wwwymcaofoakville.com","","",""
"http://www.lamaisondudodo.ca","admin@lamaisondudodo.ca","",""
"http://wwwymcaofoakville.com","","",""
"http://www.hgchildcare.com","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","https://www.facebook.com/HeritageGreenChildCare",""
"http://www.hgchildcare.com","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","https://www.facebook.com/HeritageGreenChildCare",""
"http://www.childrenscircledaycare.com/","info@ndiscovered.com","",""
"http://www.childrenscircledaycare.com/","info@ndiscovered.com","",""
"http://www.lescoccinelles.ca","les.coccinelles@afeseo.ca","https://www.facebook.com/lescoccinellesinc",""
"http://alphabetacademy.ca","info@alphabetacademy.ca","",""
"http://www.lescoccinelles.ca","les.coccinelles@afeseo.ca","https://www.facebook.com/lescoccinellesinc",""
"http://alphabetacademy.ca","info@alphabetacademy.ca","",""
"http://www.dandylion.ca","dandylion@bellnet.ca","",""
"http://www.dandylion.ca","dandylion@bellnet.ca","",""
"http://www.terrytan.ca","terrytanbloordale@gmail.com","",""
"http://www.terrytan.ca","terrytanbloordale@gmail.com","",""
"http://www.mcmurrichplayschool.ca","mcpsregistrar@gmail.com","",""
"http://www.mcmurrichplayschool.ca","mcpsregistrar@gmail.com","",""
"http://steelkids.ca","steelkids@bellnet.ca","https://www.facebook.com/steelkids","https://www.instagram.com/steelkidschildcare"
"http://steelkids.ca","steelkids@bellnet.ca","https://www.facebook.com/steelkids","https://www.instagram.com/steelkidschildcare"
"http://www.jerichoyouthservices.org","info@jerichoys.org","https://www.facebook.com/JerichoYouth","https://www.instagram.com/jerichoyouthservices"
"http://www.jerichoyouthservices.org","info@jerichoys.org","https://www.facebook.com/JerichoYouth","https://www.instagram.com/jerichoyouthservices"
"http://www.overtherainbowcc.ca","info@overtherainbowcc.ca","https://m.facebook.com/profile.php","https://www.instagram.com/overtherainbowcc"
"http://cechildrensplace.com","cechildrensplace@outlook.com","https://www.facebook.com/people/Caledon-East-Childrens-Place/100054248660490","https://www.instagram.com/caledon.east.childrens.place"
"http://cechildrensplace.com","cechildrensplace@outlook.com","https://www.facebook.com/people/Caledon-East-Childrens-Place/100054248660490","https://www.instagram.com/caledon.east.childrens.place"
"http://www.overtherainbowcc.ca","info@overtherainbowcc.ca","https://m.facebook.com/profile.php","https://www.instagram.com/overtherainbowcc"
"http://www.thehaltoncentre.com","hcccwaitlist@gmail.com","",""
"http://knobhilldaynursery.org","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","",""
"http://knobhilldaynursery.org","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","",""
"http://www.jrcc.org","","",""
"http://www.thehaltoncentre.com","hcccwaitlist@gmail.com","",""
"http://www.jrcc.org","","",""
